country,year,pop,continent,lifeExp,gdpPercap
Finland,1952,4090500,Europe,66.55,6424.519071
Finland,1957,4324000,Europe,67.49,7545.415386
Finland,1962,4491443,Europe,68.75,9371.842561
Finland,1967,4605744,Europe,69.83,10921.63626
Finland,1972,4639657,Europe,70.87,14358.8759
Finland,1977,4738902,Europe,72.52,15605.42283
Finland,1982,4826933,Europe,74.55,18533.15761
Finland,1987,4931729,Europe,74.83,21141.01223
Finland,1992,5041039,Europe,75.7,20647.16499
Finland,1997,5134406,Europe,77.13,23723.9502
Finland,2002,5193039,Europe,78.37,28204.59057
Finland,2007,5238460,Europe,79.313,33207.0844
France,1952,42459667,Europe,67.41,7029.809327
France,1957,44310863,Europe,68.93,8662.834898
France,1962,47124000,Europe,70.51,10560.48553
France,1967,49569000,Europe,71.55,12999.91766
France,1972,51732000,Europe,72.38,16107.19171
France,1977,53165019,Europe,73.83,18292.63514
France,1982,54433565,Europe,74.89,20293.89746
France,1987,55630100,Europe,76.34,22066.44214
France,1992,57374179,Europe,77.46,24703.79615
France,1997,58623428,Europe,78.64,25889.78487
France,2002,59925035,Europe,79.59,28926.03234
France,2007,61083916,Europe,80.657,30470.0167
Gabon,1952,420702,Africa,37.003,4293.476475
Gabon,1957,434904,Africa,38.999,4976.198099
Gabon,1962,455661,Africa,40.489,6631.459222
Gabon,1967,489004,Africa,44.598,8358.761987
Gabon,1972,537977,Africa,48.69,11401.94841
Gabon,1977,706367,Africa,52.79,21745.57328
Gabon,1982,753874,Africa,56.564,15113.36194
Gabon,1987,880397,Africa,60.19,11864.40844
Gabon,1992,985739,Africa,61.366,13522.15752
Gabon,1997,1126189,Africa,60.461,14722.84188
Gabon,2002,1299304,Africa,56.761,12521.71392
Gabon,2007,1454867,Africa,56.735,13206.48452
Gambia,1952,284320,Africa,30,485.2306591
Gambia,1957,323150,Africa,32.065,520.9267111
Gambia,1962,374020,Africa,33.896,599.650276
Gambia,1967,439593,Africa,35.857,734.7829124
Gambia,1972,517101,Africa,38.308,756.0868363
Gambia,1977,608274,Africa,41.842,884.7552507
Gambia,1982,715523,Africa,45.58,835.8096108
Gambia,1987,848406,Africa,49.265,611.6588611
Gambia,1992,1025384,Africa,52.644,665.6244126
Gambia,1997,1235767,Africa,55.861,653.7301704
Gambia,2002,1457766,Africa,58.041,660.5855997
Gambia,2007,1688359,Africa,59.448,752.7497265
Germany,1952,69145952,Europe,67.5,7144.114393
Germany,1957,71019069,Europe,69.1,10187.82665
Germany,1962,73739117,Europe,70.3,12902.46291
Germany,1967,76368453,Europe,70.8,14745.62561
Germany,1972,78717088,Europe,71,18016.18027
Germany,1977,78160773,Europe,72.5,20512.92123
Germany,1982,78335266,Europe,73.8,22031.53274
Germany,1987,77718298,Europe,74.847,24639.18566
Germany,1992,80597764,Europe,76.07,26505.30317
Germany,1997,82011073,Europe,77.34,27788.88416
Germany,2002,82350671,Europe,78.67,30035.80198
Germany,2007,82400996,Europe,79.406,32170.37442
Ghana,1952,5581001,Africa,43.149,911.2989371
Ghana,1957,6391288,Africa,44.779,1043.561537
Ghana,1962,7355248,Africa,46.452,1190.041118
Ghana,1967,8490213,Africa,48.072,1125.69716
Ghana,1972,9354120,Africa,49.875,1178.223708
Ghana,1977,10538093,Africa,51.756,993.2239571
Ghana,1982,11400338,Africa,53.744,876.032569
Ghana,1987,14168101,Africa,55.729,847.0061135
Ghana,1992,16278738,Africa,57.501,925.060154
Ghana,1997,18418288,Africa,58.556,1005.245812
Ghana,2002,20550751,Africa,58.453,1111.984578
Ghana,2007,22873338,Africa,60.022,1327.60891
Greece,1952,7733250,Europe,65.86,3530.690067
Greece,1957,8096218,Europe,67.86,4916.299889
Greece,1962,8448233,Europe,69.51,6017.190733
Greece,1967,8716441,Europe,71,8513.097016
Greece,1972,8888628,Europe,72.34,12724.82957
Greece,1977,9308479,Europe,73.68,14195.52428
Greece,1982,9786480,Europe,75.24,15268.42089
Greece,1987,9974490,Europe,76.67,16120.52839
Greece,1992,10325429,Europe,77.03,17541.49634
Greece,1997,10502372,Europe,77.869,18747.69814
Greece,2002,10603863,Europe,78.256,22514.2548
Greece,2007,10706290,Europe,79.483,27538.41188
Guatemala,1952,3146381,Americas,42.023,2428.237769
Guatemala,1957,3640876,Americas,44.142,2617.155967
Guatemala,1962,4208858,Americas,46.954,2750.364446
Guatemala,1967,4690773,Americas,50.016,3242.531147
Guatemala,1972,5149581,Americas,53.738,4031.408271
Guatemala,1977,5703430,Americas,56.029,4879.992748
Guatemala,1982,6395630,Americas,58.137,4820.49479
Guatemala,1987,7326406,Americas,60.782,4246.485974
Guatemala,1992,8486949,Americas,63.373,4439.45084
Guatemala,1997,9803875,Americas,66.322,4684.313807
Guatemala,2002,11178650,Americas,68.978,4858.347495
Guatemala,2007,12572928,Americas,70.259,5186.050003
Guinea,1952,2664249,Africa,33.609,510.1964923
Guinea,1957,2876726,Africa,34.558,576.2670245
Guinea,1962,3140003,Africa,35.753,686.3736739
Guinea,1967,3451418,Africa,37.197,708.7595409
Guinea,1972,3811387,Africa,38.842,741.6662307
Guinea,1977,4227026,Africa,40.762,874.6858643
